itemid,name,item_type,stack_size,flags,ah_category,base_sell,gm_only,no_auction,scroll,can_equip,no_sale,exclusive,rare,is_equipment,is_weapon,is_usable,is_furnishing,equipment_level,equipment_ilevel,equipment_su_level,vendor_item,craft_input,craft_nq_output,craft_hq_output,desynth_input,desynth_output,restricted_craft_input,restricted_nq_output,restricted_hq_output,craft_recipe_count,craft_min_skill,craft_max_skill,craft_content_tags,fishing,fishing_skill_level,fishing_rarity,fishing_legendary,fishing_required_keyitem,fishing_quest_only,fishing_contest,fishing_disabled,mob_drop,mob_drop_list_count,mob_group_count,mob_pool_count,mob_zone_count,mob_drop_types,mob_spawn_types,mob_respawn_min,mob_respawn_max,mob_item_rate_min,mob_item_rate_max,mob_group_rate_min,mob_group_rate_max,mob_content_tags,provenance_tags,provenance_confidence,provenance_known
24124,perfection_platemail,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24125,revelation_platemail,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24126,hope_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24127,perfection_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24128,revelation_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24129,hope_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24130,perfection_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24131,revelation_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24132,hope_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24133,perfection_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24134,revelation_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24135,trust_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24136,prestige_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24137,sworn_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24138,trust_platemail,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24139,prestige_platemail,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24140,sworn_platemail,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24141,trust_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24142,prestige_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24143,sworn_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24144,trust_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24145,prestige_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24146,sworn_brais,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24147,trust_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24148,prestige_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24149,sworn_sabatons,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24150,bravery_petasos,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24151,intrepid_petasos,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24152,indomitable_petasos,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24153,bravery_coat,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24154,intrepid_coat,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24155,indomitable_coat,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24156,bravery_gloves,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24157,intrepid_gloves,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24158,indomitable_gloves,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24159,bravery_tonban,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24160,intrepid_tonban,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24161,indomitable_tonban,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24162,bravery_sabots,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24163,intrepid_sabots,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24164,indomitable_sabots,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24165,justice_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24166,magnificent_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24167,duty_crown,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24168,justice_cyclas,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24169,magnificent_cyclas,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24170,duty_cyclas,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24171,justice_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24172,magnificent_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24173,duty_gauntlets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24174,justice_flanchard,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24175,magnificent_flanchard,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24176,duty_flanchard,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24177,justice_sollerets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24178,magnificent_sollerets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24179,duty_sollerets,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24180,mercy_somen,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24181,grace_somen,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24182,clemency_somen,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24183,mercy_haramaki,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24184,grace_haramaki,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24185,clemency_haramaki,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24186,mercy_kote,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24187,grace_kote,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24188,clemency_kote,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24189,mercy_haidate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24190,grace_haidate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24191,clemency_haidate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24192,mercy_sune-ate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24193,grace_sune-ate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24194,clemency_sune-ate,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,99.0,119.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24195,apathy_masque,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24196,defeat_masque,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24197,ignorance_masque,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24198,apathy_cuirass,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24199,defeat_cuirass,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24200,ignorance_cuirass,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24201,apathy_gauntlets,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24202,defeat_gauntlets,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24203,ignorance_gauntlets,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24204,apathy_cuisses,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24205,defeat_cuisses,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24206,ignorance_cuisses,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24207,apathy_shoes,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24208,defeat_shoes,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24209,ignorance_shoes,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24210,arrogance_masque,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24211,bravado_masque,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24212,irreverence_masque,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24213,arrogance_jacket,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24214,bravado_jacket,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24215,irreverence_jacket,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24216,arrogance_wristbands,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24217,bravado_wristbands,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24218,irreverence_wristbands,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24219,arrogance_trousers,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24220,bravado_trousers,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24221,irreverence_trousers,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24222,arrogance_shoes,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24223,bravado_shoes,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24224,irreverence_shoes,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24225,cowardice_crown,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24226,nothingness_crown,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24227,despair_crown,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24228,cowardice_coat,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24229,nothingness_coat,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24230,despair_coat,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24231,cowardice_cuffs,6,1,2084,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24232,nothingness_cuffs,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
24233,despair_cuffs,6,1,2080,0,0,0,0,0,1,0,0,0,1,0,0,0,99.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
