itemid,name,candidate_class,candidate_reason,candidate_sell_capable,candidate_buy_capable,review_required,pricing_ready,policy_ready,activation_ready,future_activation_blocker,auto_live_promotion,current_seed_sell_allowed,current_seed_buy_allowed,current_market_class,item_type,vendor_item,has_vendor_price_floor,source_override_applied,source_override_class,source_override_types,source_override_reason,mob_source_class,has_ordinary_mob_source,has_notorious_mob_source,has_special_mob_source,craft_nq_output,craft_hq_output,restricted_nq_output,restricted_hq_output,fishing,rare,can_equip,stack_size,base_sell,rejection_reason
26693,morbol_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26694,cassies_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26695,fugacity_beret_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,7700,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26696,pixie_hairpin_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,7975,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26697,accord_hat_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,7975,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26698,chersos_helm_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,8076,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26699,theias_hairpin_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,7380,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26700,gallian_helm_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26701,smilodon_mask_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,10450,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26702,gavialis_helm,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26703,lycopodium_masque,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26704,lycopodium_masque_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26705,mandragora_masque,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26706,mandragora_masque_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26707,flan_masque,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26708,flan_masque_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26709,imperial_wing_hairpin,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26710,imperial_wing_hairpin_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26711,perle_salade_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26712,aurore_beret_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26713,teal_chapeau_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26714,adorned_helm,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26715,adorned_helm_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26716,highwing_helm,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26717,cait_sith_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26718,cait_sith_cap_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26719,sheep_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26720,sheep_cap_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26721,rabid_visor,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26722,gefechtschaller,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,7892,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
26723,wildheitschaller,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
26724,sombra_tiara,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,7980,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
26725,sombra_tiara_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26726,revealers_crown,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,8062,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
26727,revealers_crown_+1,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE
26728,frosty_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NO_PRICE_ANCHOR
26729,corolla,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26730,celeste_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26731,stinger_helm,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26732,stinger_helm_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26733,yorium_barbuta,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26734,acro_helm,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26735,taeon_chapeau,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26736,telchine_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26737,helios_band,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26738,leafkin_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26739,leafkin_cap_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26740,boii_mask,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26741,boii_mask_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26742,bhikku_crown,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26743,bhikku_crown_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26744,ebers_cap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26745,ebers_cap_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26746,wicce_petasos,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26747,wicce_petasos_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26748,lethargy_chappel,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26749,lethargy_chappel_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26750,skulkers_bonnet,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26751,skulkers_bonnet_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26752,chevaliers_armet,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26753,chevaliers_armet_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26754,heathens_burgeonet,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26755,heathens_burgeonet_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26756,nukumi_cabasset,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26757,nukumi_cabasset_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26758,fili_calot,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
26759,fili_calot_+1,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
