itemid,name,vendor_price_min,vendor_price_max,has_hard_floor,priced_source_count,vendor_source_count,gated_source_count,source_types,source_files
12832,BRONZE_SUBLIGAR,187,228,1,5,5,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Mhaura/npcs/Graine.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12833,BRASS_SUBLIGAR,1800,2200,1,4,4,2,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Mhaura/npcs/Graine.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12835,BEETLE_SUBLIGAR,9420,9420,1,1,1,0,GENERAL,scripts/zones/Kazham/npcs/Tahn_Posbei.lua
12836,IRON_SUBLIGAR,22591,27878,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Rabao/npcs/Brave_Wolf.lua
12840,SITABAKI,895,1094,1,5,5,2,GENERAL|GENERAL_FAME|NATION,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua|scripts/zones/Port_Bastok/npcs/Numa.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Selbina/npcs/Herminia.lua
12841,COTTON_SITABAKI,5256,6425,1,2,2,1,GENERAL|NATION,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua|scripts/zones/Port_Bastok/npcs/Numa.lua
12842,SOIL_SITABAKI,16128,16128,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua
12848,BRAIS,1899,2321,1,3,3,2,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Victoire.lua
12849,COTTON_BRAIS,9720,11880,1,1,1,1,NATION,scripts/zones/Port_Windurst/npcs/Kumama.lua
12850,HOSE,24500,24500,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Allard.lua|scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12851,WOOL_HOSE,57600,57600,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12854,MERCENARY_CAPTAINS_HOSE,,,0,0,0,0,,scripts/globals/conquest.lua
12855,MERCENARYS_SITABAKI,,,0,0,0,0,,scripts/globals/conquest.lua
12856,SLOPS,172,211,1,3,3,3,NATION,scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua
12857,LINEN_SLOPS,2268,2772,1,3,3,2,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Capucine.lua
12858,WOOL_SLOPS,14756,14756,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12862,TACTICIAN_MAGICIANS_SLOPS,,,0,0,0,0,,scripts/globals/conquest.lua
12864,SLACKS,841,1028,1,3,3,2,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Capucine.lua
12865,BLACK_SLACKS,6210,7590,1,2,2,0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua|scripts/zones/Rabao/npcs/Brave_Wolf.lua
12866,LINEN_SLACKS,22632,22632,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12870,COMBAT_CASTERS_SLACKS,,,0,0,0,0,,scripts/globals/conquest.lua
12881,LEGIONNAIRES_SUBLIGAR,,,0,0,0,0,,scripts/globals/conquest.lua
12882,ROYAL_FOOTMANS_TROUSERS,,,0,0,0,0,,scripts/globals/conquest.lua
12883,HUME_SLACKS,234,234,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
12884,HUME_PANTS,234,234,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
12885,ELVAAN_M_CHAUSSES,234,286,1,1,1,0,GENERAL_FAME,scripts/zones/Northern_San_dOria/npcs/Arachagnon.lua
12886,TARUTARU_BRACCAE,260,260,1,1,1,0,GENERAL,scripts/zones/Port_Windurst/npcs/Kucha_Malkobhi.lua
12887,MITHRAN_LOINCLOTH,260,260,1,1,1,0,GENERAL,scripts/zones/Port_Windurst/npcs/Kucha_Malkobhi.lua
12888,GALKAN_BRAGUETTE,234,234,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
12889,ELVAAN_F_CHAUSSES,234,286,1,1,1,0,GENERAL_FAME,scripts/zones/Northern_San_dOria/npcs/Arachagnon.lua
12915,FREESWORDS_SLOPS,,,0,0,0,0,,scripts/globals/conquest.lua
12928,PLATE_LEGGINGS,21384,26136,1,2,2,1,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Upper_Jeuno/npcs/Khe_Chalahko.lua
12929,MYTHRIL_LEGGINGS,35595,43505,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua
12934,IRON_MUSKETEERS_SABATONS,,,0,0,0,0,,scripts/globals/conquest.lua
12936,GREAVES,6966,8514,1,3,3,2,GENERAL|NATION,scripts/zones/Aht_Urhgan_Whitegate/npcs/Bajahb.lua|scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12938,SOLLERETS,31927,39022,1,2,2,0,GENERAL|GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Wolf.lua|scripts/zones/Upper_Jeuno/npcs/Khe_Chalahko.lua
12942,ROYAL_KNIGHTS_SOLLERETS,,,0,0,0,0,,scripts/globals/conquest.lua
12943,ROYAL_SQUIRES_SOLLERETS,,,0,0,0,0,,scripts/globals/conquest.lua
12944,SCALE_GREAVES,976,1193,1,3,3,1,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua|scripts/zones/Southern_San_dOria/npcs/Victoire.lua
12945,BRASS_GREAVES,8236,10067,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua
12950,CENTURIONS_GREAVES,,,0,0,0,0,,scripts/globals/conquest.lua
12952,LEATHER_HIGHBOOTS,302,369,1,6,6,3,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Kazham/npcs/Tahn_Posbei.lua|scripts/zones/Mhaura/npcs/Graine.lua|scripts/zones/Nashmau/npcs/Poporoon.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12953,LIZARD_LEDELSENS,3064,3745,1,2,2,1,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Nashmau/npcs/Poporoon.lua
12954,STUDDED_BOOTS,10054,12289,1,2,2,1,GENERAL|NATION,scripts/zones/Nashmau/npcs/Poporoon.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12955,CUIR_HIGHBOOTS,20532,20532,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Poporoon.lua
12960,BRONZE_LEGGINGS,115,140,1,5,5,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Mhaura/npcs/Graine.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12961,BRASS_LEGGINGS,1116,1364,1,4,4,2,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Mhaura/npcs/Graine.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Southern_San_dOria/npcs/Carautia.lua
12962,LEGGINGS,14034,17318,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Zemedars.lua|scripts/zones/Rabao/npcs/Brave_Wolf.lua
12967,BEETLE_LEGGINGS,5796,5796,1,1,1,0,GENERAL,scripts/zones/Kazham/npcs/Tahn_Posbei.lua
12968,KYAHAN,571,698,1,5,5,2,GENERAL|GENERAL_FAME|NATION,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua|scripts/zones/Port_Bastok/npcs/Numa.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Selbina/npcs/Herminia.lua
12969,COTTON_KYAHAN,3364,4111,1,2,2,1,GENERAL|NATION,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua|scripts/zones/Port_Bastok/npcs/Numa.lua
12970,SOIL_KYAHAN,16524,16524,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Akamafula.lua
12975,MERCENARYS_KYAHAN,,,0,0,0,0,,scripts/globals/conquest.lua
12976,GAITERS,1269,1551,1,3,3,2,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Victoire.lua
12977,COTTON_GAITERS,6487,7928,1,1,1,1,NATION,scripts/zones/Port_Windurst/npcs/Kumama.lua
12978,SOCKS,16000,16000,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Allard.lua|scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12979,WOOL_SOCKS,35200,35200,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12982,MERCENARY_CAPTAINS_GAITERS,,,0,0,0,0,,scripts/globals/conquest.lua
12984,ASH_CLOGS,111,136,1,3,3,3,NATION,scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua
12985,HOLLY_CLOGS,1462,1787,1,6,6,3,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Southern_San_dOria/npcs/Capucine.lua|scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
12986,CHESTNUT_SABOTS,8262,10098,1,2,2,1,GENERAL|NATION,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua
12990,TACTICIAN_MAGICIANS_PIGACHES,,,0,0,0,0,,scripts/globals/conquest.lua
12992,SOLEA,544,665,1,4,4,2,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Port_Windurst/npcs/Kumama.lua|scripts/zones/Selbina/npcs/Herminia.lua|scripts/zones/Southern_San_dOria/npcs/Capucine.lua
12993,SANDALS,4039,4936,1,2,2,0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua|scripts/zones/Rabao/npcs/Brave_Wolf.lua
12994,SHOES,14352,14352,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
12998,COMBAT_CASTERS_SHOES,,,0,0,0,0,,scripts/globals/conquest.lua
13003,LEGIONNAIRES_LEGGINGS,,,0,0,0,0,,scripts/globals/conquest.lua
13004,ROYAL_FOOTMANS_BOOTS,,,0,0,0,0,,scripts/globals/conquest.lua
13005,HUME_M_BOOTS,162,162,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
13006,ELVAAN_M_LEDELSENS,162,198,1,1,1,0,GENERAL_FAME,scripts/zones/Northern_San_dOria/npcs/Arachagnon.lua
13007,TARUTARU_CLOMPS,180,180,1,1,1,0,GENERAL,scripts/zones/Port_Windurst/npcs/Kucha_Malkobhi.lua
13008,MITHRAN_GAITERS,180,180,1,1,1,0,GENERAL,scripts/zones/Port_Windurst/npcs/Kucha_Malkobhi.lua
13009,GALKAN_SANDALS,162,162,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
13010,HUME_F_BOOTS,162,162,1,1,1,0,GENERAL,scripts/zones/Bastok_Mines/npcs/Proud_Beard.lua
13011,ELVAAN_F_LEDELSENS,162,198,1,1,1,0,GENERAL_FAME,scripts/zones/Northern_San_dOria/npcs/Arachagnon.lua
13045,ROYAL_FOOTMANS_CLOGS,,,0,0,0,0,,scripts/globals/conquest.lua
13064,IRON_MUSKETEERS_GORGET,,,0,0,0,0,,scripts/globals/conquest.lua
13076,FANG_NECKLACE,3434,4197,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua
13080,GORGET,16524,20196,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua
13085,HEMP_GORGET,972,1188,1,1,1,1,NATION,scripts/zones/Port_Windurst/npcs/Guruna-Maguruna.lua
13090,BEETLE_GORGET,4201,5134,1,1,1,1,NATION,scripts/zones/Port_Windurst/npcs/Guruna-Maguruna.lua
13092,COEURL_GORGET,31280,31280,1,1,1,0,GENERAL,scripts/zones/Kazham/npcs/Tahn_Posbei.lua
13098,REPUBLICAN_BRONZE_MEDAL,,,0,0,0,0,,scripts/globals/conquest.lua
13099,REPUBLICAN_IRON_MEDAL,,,0,0,0,0,,scripts/globals/conquest.lua
13100,REPUBLICAN_MYTHRIL_MEDAL,,,0,0,0,0,,scripts/globals/conquest.lua
13101,GREEN_SCARF,,,0,0,0,0,,scripts/globals/conquest.lua
13102,PAISLEY_SCARF,,,0,0,0,0,,scripts/globals/conquest.lua
13103,CHECKERED_SCARF,,,0,0,0,0,,scripts/globals/conquest.lua
13104,ROYAL_SQUIRES_COLLAR,,,0,0,0,0,,scripts/globals/conquest.lua
13105,TEMPLE_KNIGHT_ARMY_COLLAR,,,0,0,0,0,,scripts/globals/conquest.lua
13106,ROYAL_GUARDS_COLLAR,,,0,0,0,0,,scripts/globals/conquest.lua
13107,ROYAL_KNIGHT_ARMY_COLLAR,,,0,0,0,0,,scripts/globals/conquest.lua
13140,GRAND_TEMPLE_KNIGHTS_COLLAR,,,0,0,0,0,,scripts/globals/conquest.lua
13141,REPUBLICAN_GOLD_MEDAL,,,0,0,0,0,,scripts/globals/conquest.lua
13142,WINDURSTIAN_SCARF,,,0,0,0,0,,scripts/globals/conquest.lua
13192,LEATHER_BELT,382,467,1,3,3,2,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua
13193,LIZARD_BELT,2430,2970,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Ostalie.lua
13196,SILVER_BELT,10053,12566,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua
13198,SWORDBELT,19415,23958,1,2,2,2,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Gelzerio.lua
13199,BLOOD_STONE,93,114,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua
13205,SILVER_OBI,3278,4007,1,1,1,1,NATION,scripts/zones/Port_Bastok/npcs/Numa.lua
13220,ROYAL_KNIGHTS_BELT,,,0,0,0,0,,scripts/globals/conquest.lua
13221,MERCENARY_CAPTAINS_BELT,,,0,0,0,0,,scripts/globals/conquest.lua
13321,BONE_EARRING,1630,1993,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua
13327,SILVER_EARRING,1125,1375,1,6,6,2,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua|scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua
13328,MYTHRIL_EARRING,4050,4950,1,3,3,0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua|scripts/zones/Rabao/npcs/Scamplix.lua
13454,COPPER_RING,68,83,1,2,2,2,NATION,scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Bastok_Markets/npcs/Raghd.lua
13456,SILVER_RING,1125,1375,1,4,4,1,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua|scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua
13465,BRASS_RING,180,220,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua
13469,LEATHER_RING,1125,1375,1,3,3,2,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua
13495,SAN_DORIAN_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13496,WINDURSTIAN_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13497,BASTOKAN_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13557,GRAND_KNIGHTS_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13558,GOLD_MUSKETEERS_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13559,PATRIARCH_PROTECTORS_RING,,,0,0,0,0,,scripts/globals/conquest.lua
13568,SCARLET_RIBBON,1250,1250,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
13577,BLACK_CAPE,11088,11088,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua
13580,ROYAL_ARMY_MANTLE,,,0,0,0,0,,scripts/globals/conquest.lua
13581,FEDERAL_ARMY_MANTLE,,,0,0,0,0,,scripts/globals/conquest.lua
13582,REPUBLICAN_ARMY_MANTLE,,,0,0,0,0,,scripts/globals/conquest.lua
13718,ROYAL_FOOTMANS_TUNIC,,,0,0,0,0,,scripts/globals/conquest.lua
13719,ROYAL_SQUIRES_ROBE,,,0,0,0,0,,scripts/globals/conquest.lua
13720,ROYAL_KNIGHTS_CLOAK,,,0,0,0,0,,scripts/globals/conquest.lua
13721,IRON_MUSKETEERS_GAMBISON,,,0,0,0,0,,scripts/globals/conquest.lua
13722,ROYAL_KNIGHTS_AKETON,,,0,0,0,0,,scripts/globals/conquest.lua
13830,LEGIONNAIRES_CIRCLET,,,0,0,0,0,,scripts/globals/conquest.lua
13880,PRESIDENTIAL_HAIRPIN,,,0,0,0,0,,scripts/globals/conquest.lua
13979,SILVER_BANGLES,24105,29462,1,1,1,0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Wolf.lua
14013,GRAND_TEMPLE_KNIGHTS_GAUNTLETS,,,0,0,0,0,,scripts/globals/conquest.lua
14014,GRAND_TEMPLE_KNIGHTS_BANGLES,,,0,0,0,0,,scripts/globals/conquest.lua
14015,PRAEFECTUSS_GLOVES,,,0,0,0,0,,scripts/globals/conquest.lua
14016,MASTER_CASTERS_MITTS,,,0,0,0,0,,scripts/globals/conquest.lua
14017,MASTER_CASTERS_BRACELETS,,,0,0,0,0,,scripts/globals/conquest.lua
14317,BARONE_COSCIALES,,,0,0,0,0,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
14428,KINGDOM_AKETON,,,0,0,0,0,,scripts/globals/conquest.lua
14429,REPUBLIC_AKETON,,,0,0,0,0,,scripts/globals/conquest.lua
14430,FEDERATION_AKETON,,,0,0,0,0,,scripts/globals/conquest.lua
14488,HOMAM_CORAZZA,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
14489,NASHIRA_MANTEEL,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
14858,BARONE_MANOPOLAS,,,0,0,0,0,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
14905,HOMAM_MANOPOLAS,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
14906,NASHIRA_GAGES,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15240,HOMAM_ZUCCHETTO,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15241,NASHIRA_TURBAN,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15305,BARONE_GAMBIERAS,,,0,0,0,0,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
15389,VIR_SUBLIGAR,,,0,0,0,0,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
15390,FEMINA_SUBLIGAR,,,0,0,0,0,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua
15541,HOMING_RING,,,0,0,0,0,,scripts/globals/conquest.lua
15542,RETURN_RING,,,0,0,0,0,,scripts/globals/conquest.lua
15560,TROOPERS_RING,,,0,0,0,0,,scripts/globals/besieged.lua
15576,HOMAM_COSCIALES,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15577,NASHIRA_SERAWEELS,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15622,MERCENARYS_TROUSERS,,,0,0,0,0,,scripts/globals/besieged.lua
15623,VOLUNTEERS_BRAIS,,,0,0,0,0,,scripts/globals/besieged.lua
15661,HOMAM_GAMBIERAS,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15662,NASHIRA_CRACKOWS,10000,10000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
15698,SNEAKING_BOOTS,,,0,0,0,0,,scripts/globals/besieged.lua
15761,CHARIOT_BAND,,,0,0,0,0,,scripts/globals/conquest.lua
15762,EMPRESS_BAND,,,0,0,0,0,,scripts/globals/conquest.lua
15763,EMPEROR_BAND,,,0,0,0,0,,scripts/globals/conquest.lua
15790,MULTIPLE_RING,,,0,0,0,0,,scripts/globals/besieged.lua
15810,LUZAFS_RING,,,0,0,0,0,,scripts/globals/besieged.lua
15912,LIEUTENANTS_SASH,,,0,0,0,0,,scripts/globals/besieged.lua
15956,TEMPLE_KNIGHTS_QUIVER,,,0,0,0,0,,scripts/globals/conquest.lua
15957,IRON_MUSKETEERS_QUIVER,,,0,0,0,0,,scripts/globals/conquest.lua
15958,COMBAT_CASTERS_QUIVER,,,0,0,0,0,,scripts/globals/conquest.lua
15981,HATEN_EARRING,,,0,0,0,0,,scripts/globals/besieged.lua
15982,PRIESTS_EARRING,,,0,0,0,0,,scripts/globals/besieged.lua
15983,CHAOTIC_EARRING,,,0,0,0,0,,scripts/globals/besieged.lua
16168,SENTINEL_SHIELD,,,0,0,0,0,,scripts/globals/besieged.lua
16230,LIEUTENANTS_CAPE,,,0,0,0,0,,scripts/globals/besieged.lua
16271,LIEUTENANTS_GORGET,,,0,0,0,0,,scripts/globals/besieged.lua
16385,CESTI,129,158,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua
16390,BRONZE_KNUCKLES,219,268,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua
16391,BRASS_KNUCKLES,810,990,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua
16392,METAL_KNUCKLES,4669,5706,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua
16399,KATARS,15488,15488,1,1,1,0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua
16401,JAMADHARS,102663,125477,1,1,1,0,GENERAL_FAME,scripts/zones/Rabao/npcs/Shiny_Teeth.lua
16405,CAT_BAGHNAKHS,104,127,1,4,4,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua
16407,BRASS_BAGHNAKHS,1521,1859,1,4,4,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua
16411,CLAWS,11491,14044,1,1,1,0,GENERAL_FAME,scripts/zones/Selbina/npcs/Torapiont.lua
16412,MYTHRIL_CLAWS,29760,29760,1,1,1,0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua
16433,LEGIONNAIRES_KNUCKLES,,,0,0,0,0,,scripts/globals/conquest.lua
16442,FREESWORDS_BAGHNAKHS,,,0,0,0,0,,scripts/globals/conquest.lua
16448,BRONZE_DAGGER,140,171,1,3,3,3,NATION,scripts/tests/systems/trading/player_trade.lua|scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua
16449,BRASS_DAGGER,837,1023,1,4,4,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua
16450,DAGGER,1827,2233,1,6,6,3,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Rabao/npcs/Shiny_Teeth.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua|scripts/zones/Tavnazian_Safehold/npcs/Caiphimonride.lua|scripts/zones/Tavnazian_Safehold/npcs/Melleupaux.lua
16451,MYTHRIL_DAGGER,7727,9444,1,1,1,0,GENERAL_FAME,scripts/zones/Selbina/npcs/Torapiont.lua
16455,BASELARD,4309,5266,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua
