itemid,name,vendor_reference,vendor_reference_source_count,actual_vendor_source,vendor_reference_only,priced_source_count,vendor_source_count,gated_source_count,has_hard_floor,vendor_price_min,vendor_price_max,source_types,source_files,buyer_vendor_block,seller_vendor_floor_required,seller_vendor_ready,activation_ready,auto_live_promotion
13192,LEATHER_BELT,1,3,1,0,3,3,2,1,382.0,467.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua,1,1,1,0,0
13193,LIZARD_BELT,1,1,1,0,1,1,1,1,2430.0,2970.0,NATION,scripts/zones/Southern_San_dOria/npcs/Ostalie.lua,1,1,1,0,0
13196,SILVER_BELT,1,3,1,0,3,3,3,1,10053.0,12566.0,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Gelzerio.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua,1,1,1,0,0
13198,SWORDBELT,1,2,1,0,2,2,2,1,19415.0,23958.0,NATION,scripts/zones/Bastok_Markets/npcs/Charging_Chocobo.lua|scripts/zones/Bastok_Mines/npcs/Gelzerio.lua,1,1,1,0,0
13199,BLOOD_STONE,1,1,1,0,1,1,0,1,93.0,114.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua,1,1,1,0,0
13205,SILVER_OBI,1,1,1,0,1,1,1,1,3278.0,4007.0,NATION,scripts/zones/Port_Bastok/npcs/Numa.lua,1,1,1,0,0
13220,ROYAL_KNIGHTS_BELT,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13221,MERCENARY_CAPTAINS_BELT,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13321,BONE_EARRING,1,1,1,0,1,1,0,1,1630.0,1993.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua,1,1,1,0,0
13327,SILVER_EARRING,1,6,1,0,6,6,2,1,1125.0,1375.0,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua|scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua,1,1,1,0,0
13328,MYTHRIL_EARRING,1,3,1,0,3,3,0,1,4050.0,4950.0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua|scripts/zones/Rabao/npcs/Scamplix.lua,1,1,1,0,0
13454,COPPER_RING,1,2,1,0,2,2,2,1,68.0,83.0,NATION,scripts/zones/Bastok_Markets/npcs/Carmelide.lua|scripts/zones/Bastok_Markets/npcs/Raghd.lua,1,1,1,0,0
13456,SILVER_RING,1,4,1,0,4,4,1,1,1125.0,1375.0,GENERAL|NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua|scripts/zones/Lower_Jeuno/npcs/Adelflete.lua|scripts/zones/Lower_Jeuno/npcs/Matoaka.lua|scripts/zones/Lower_Jeuno/npcs/Morefie.lua,1,1,1,0,0
13465,BRASS_RING,1,1,1,0,1,1,1,1,180.0,220.0,NATION,scripts/zones/Bastok_Markets/npcs/Raghd.lua,1,1,1,0,0
13469,LEATHER_RING,1,3,1,0,3,3,2,1,1125.0,1375.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Balthilda.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Port_Windurst/npcs/Drozga.lua,1,1,1,0,0
13495,SAN_DORIAN_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13496,WINDURSTIAN_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13497,BASTOKAN_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13557,GRAND_KNIGHTS_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13558,GOLD_MUSKETEERS_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13559,PATRIARCH_PROTECTORS_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13568,SCARLET_RIBBON,1,1,1,0,1,1,0,1,1250.0,1250.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua,1,1,1,0,0
13577,BLACK_CAPE,1,1,1,0,1,1,0,1,11088.0,11088.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Chenokih.lua,1,1,1,0,0
13580,ROYAL_ARMY_MANTLE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13581,FEDERAL_ARMY_MANTLE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13582,REPUBLICAN_ARMY_MANTLE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13718,ROYAL_FOOTMANS_TUNIC,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13719,ROYAL_SQUIRES_ROBE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13720,ROYAL_KNIGHTS_CLOAK,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13721,IRON_MUSKETEERS_GAMBISON,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13722,ROYAL_KNIGHTS_AKETON,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13830,LEGIONNAIRES_CIRCLET,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13880,PRESIDENTIAL_HAIRPIN,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
13979,SILVER_BANGLES,1,1,1,0,1,1,0,1,24105.0,29462.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Wolf.lua,1,1,1,0,0
14013,GRAND_TEMPLE_KNIGHTS_GAUNTLETS,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14014,GRAND_TEMPLE_KNIGHTS_BANGLES,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14015,PRAEFECTUSS_GLOVES,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14016,MASTER_CASTERS_MITTS,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14017,MASTER_CASTERS_BRACELETS,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14317,BARONE_COSCIALES,1,2,0,1,0,0,0,0,,,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua,0,0,0,0,0
14428,KINGDOM_AKETON,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14429,REPUBLIC_AKETON,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14430,FEDERATION_AKETON,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
14488,HOMAM_CORAZZA,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
14489,NASHIRA_MANTEEL,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
14858,BARONE_MANOPOLAS,1,2,0,1,0,0,0,0,,,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua,0,0,0,0,0
14905,HOMAM_MANOPOLAS,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
14906,NASHIRA_GAGES,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15240,HOMAM_ZUCCHETTO,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15241,NASHIRA_TURBAN,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15305,BARONE_GAMBIERAS,1,2,0,1,0,0,0,0,,,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua,0,0,0,0,0
15389,VIR_SUBLIGAR,1,2,0,1,0,0,0,0,,,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua,0,0,0,0,0
15390,FEMINA_SUBLIGAR,1,2,0,1,0,0,0,0,,,,scripts/zones/Tavnazian_Safehold/npcs/Migran.lua|scripts/zones/Tavnazian_Safehold/npcs/Misseulieu.lua,0,0,0,0,0
15541,HOMING_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15542,RETURN_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15560,TROOPERS_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15576,HOMAM_COSCIALES,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15577,NASHIRA_SERAWEELS,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15622,MERCENARYS_TROUSERS,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15623,VOLUNTEERS_BRAIS,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15661,HOMAM_GAMBIERAS,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15662,NASHIRA_CRACKOWS,1,1,1,0,1,1,1,1,10000.0,10000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
15698,SNEAKING_BOOTS,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15761,CHARIOT_BAND,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15762,EMPRESS_BAND,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15763,EMPEROR_BAND,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15790,MULTIPLE_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15810,LUZAFS_RING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15912,LIEUTENANTS_SASH,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15956,TEMPLE_KNIGHTS_QUIVER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15957,IRON_MUSKETEERS_QUIVER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15958,COMBAT_CASTERS_QUIVER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
15981,HATEN_EARRING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15982,PRIESTS_EARRING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
15983,CHAOTIC_EARRING,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
16168,SENTINEL_SHIELD,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
16230,LIEUTENANTS_CAPE,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
16271,LIEUTENANTS_GORGET,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
16385,CESTI,1,3,1,0,3,3,3,1,129.0,158.0,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16390,BRONZE_KNUCKLES,1,1,1,0,1,1,1,1,219.0,268.0,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua,1,1,1,0,0
16391,BRASS_KNUCKLES,1,3,1,0,3,3,3,1,810.0,990.0,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16392,METAL_KNUCKLES,1,1,1,0,1,1,1,1,4669.0,5706.0,NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua,1,1,1,0,0
16399,KATARS,1,1,1,0,1,1,0,1,15488.0,15488.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16401,JAMADHARS,1,1,1,0,1,1,0,1,102663.0,125477.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Shiny_Teeth.lua,1,1,1,0,0
16405,CAT_BAGHNAKHS,1,4,1,0,4,4,3,1,104.0,127.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16407,BRASS_BAGHNAKHS,1,4,1,0,4,4,3,1,1521.0,1859.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Ciqala.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Northern_San_dOria/npcs/Arlenne.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16411,CLAWS,1,1,1,0,1,1,0,1,11491.0,14044.0,GENERAL_FAME,scripts/zones/Selbina/npcs/Torapiont.lua,1,1,1,0,0
16412,MYTHRIL_CLAWS,1,1,1,0,1,1,0,1,29760.0,29760.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16433,LEGIONNAIRES_KNUCKLES,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16442,FREESWORDS_BAGHNAKHS,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16448,BRONZE_DAGGER,1,4,1,0,3,3,3,1,140.0,171.0,NATION,scripts/tests/systems/trading/player_trade.lua|scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16449,BRASS_DAGGER,1,4,1,0,4,4,3,1,837.0,1023.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16450,DAGGER,1,6,1,0,6,6,3,1,1827.0,2233.0,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Rabao/npcs/Shiny_Teeth.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua|scripts/zones/Tavnazian_Safehold/npcs/Caiphimonride.lua|scripts/zones/Tavnazian_Safehold/npcs/Melleupaux.lua,1,1,1,0,0
16451,MYTHRIL_DAGGER,1,1,1,0,1,1,0,1,7727.0,9444.0,GENERAL_FAME,scripts/zones/Selbina/npcs/Torapiont.lua,1,1,1,0,0
16455,BASELARD,1,1,1,0,1,1,1,1,4309.0,5266.0,NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16460,KRIS,1,2,1,0,2,2,0,1,10886.0,13305.0,GENERAL|GENERAL_FAME,scripts/zones/Rabao/npcs/Shiny_Teeth.lua|scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16463,COMBAT_CASTERS_DAGGER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16465,BRONZE_KNIFE,1,3,1,0,3,3,3,1,147.0,180.0,NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Northern_San_dOria/npcs/Tavourine.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua,1,1,1,0,0
16466,KNIFE,1,4,1,0,4,4,3,1,2182.0,2667.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Northern_San_dOria/npcs/Tavourine.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Rabao/npcs/Shiny_Teeth.lua,1,1,1,0,0
16467,MYTHRIL_KNIFE,1,1,1,0,1,1,0,1,14560.0,14560.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16473,KUKRI,1,3,1,0,3,3,2,1,5535.0,6831.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Kazham/npcs/Khifo_Ryuhkowa.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua,1,1,1,0,0
16512,BILBO,1,3,1,0,3,3,3,1,3145.0,3844.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16513,TUCK,1,3,1,0,3,3,2,1,11478.0,14163.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Selbina/npcs/Torapiont.lua,1,1,1,0,0
16516,JUNIOR_MUSKETEERS_TUCK,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16517,DEGEN,1,2,1,0,2,2,2,1,9201.0,11246.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua,1,1,1,0,0
16518,MYTHRIL_DEGEN,1,1,1,0,1,1,0,1,31000.0,31000.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16524,FLEURET,1,1,1,0,1,1,1,1,13406.0,16385.0,NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16529,MUSKETEERS_SWORD,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16530,XIPHOS,1,3,1,0,3,3,3,1,604.0,739.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16531,BRASS_XIPHOS,1,2,1,0,2,2,1,1,3523.0,4306.0,GENERAL_FAME|NATION,scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16532,GLADIUS,1,1,1,0,1,1,1,1,16934.0,20697.0,NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16535,BRONZE_SWORD,1,4,1,0,4,4,3,1,241.0,294.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16536,IRON_SWORD,1,3,1,0,3,3,3,1,7128.0,8712.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16537,MYTHRIL_SWORD,1,2,1,0,2,2,2,1,30665.0,37840.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua,1,1,1,0,0
16544,ROYAL_ARCHERS_SWORD,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16545,BROADSWORD,1,3,1,0,3,3,3,1,20866.0,25748.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16551,SAPARA,1,2,1,0,2,2,2,1,698.0,853.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua,1,1,1,0,0
16552,SCIMITAR,1,3,1,0,3,3,2,1,4072.0,4977.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Rabao/npcs/Shiny_Teeth.lua,1,1,1,0,0
16553,TULWAR,1,1,1,0,1,1,0,1,34920.0,42680.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Shiny_Teeth.lua,1,1,1,0,0
16557,MUSKETEER_COMMANDERS_FALCHION,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16558,FALCHION,1,3,1,0,3,3,2,1,60617.0,74800.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Bastok/npcs/Sugandhi.lua|scripts/zones/Rabao/npcs/Shiny_Teeth.lua,1,1,1,0,0
16565,SPATHA,1,3,1,0,3,3,3,1,1674.0,2046.0,NATION,scripts/zones/Bastok_Markets/npcs/Zhikkom.lua|scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua|scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16566,LONGSWORD,1,3,1,0,3,3,1,1,8294.0,10137.0,GENERAL|NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua|scripts/zones/Tavnazian_Safehold/npcs/Caiphimonride.lua|scripts/zones/Tavnazian_Safehold/npcs/Melleupaux.lua,1,1,1,0,0
16567,KNIGHTS_SWORD,1,1,1,0,1,1,0,1,85250.0,85250.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16571,TEMPLE_KNIGHT_ARMY_SWORD,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16576,HUNTING_SWORD,1,1,1,0,1,1,1,1,35769.0,43718.0,NATION,scripts/zones/Southern_San_dOria/npcs/Ashene.lua,1,1,1,0,0
16583,CLAYMORE,1,2,1,0,2,2,1,1,2448.0,2992.0,GENERAL_FAME|NATION,scripts/zones/Mhaura/npcs/Runito-Monito.lua|scripts/zones/Northern_San_dOria/npcs/Tavourine.lua,1,1,1,0,0
16584,MYTHRIL_CLAYMORE,1,2,1,0,2,2,1,1,37800.0,46200.0,GENERAL_FAME|NATION,scripts/zones/Northern_San_dOria/npcs/Tavourine.lua|scripts/zones/Selbina/npcs/Torapiont.lua,1,1,1,0,0
16589,TWO_HANDED_SWORD,1,1,1,0,1,1,0,1,13926.0,13926.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16595,RAM_DAO,1,1,1,0,1,1,0,1,149688.0,182952.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Khifo_Ryuhkowa.lua,1,1,1,0,0
16599,ROYAL_GUARDS_SWORD,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16601,ROYAL_SWORDSMANS_BLADE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16602,PERDU_SWORD,1,1,0,1,0,0,0,0,,,,scripts/globals/besieged.lua,0,0,0,0,0
16640,BRONZE_AXE,1,3,1,0,3,3,2,1,284.0,347.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Northern_San_dOria/npcs/Tavourine.lua|scripts/zones/Port_Windurst/npcs/Ryan.lua,1,1,1,0,0
16641,BRASS_AXE,1,1,1,0,1,1,1,1,1404.0,1716.0,NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua,1,1,1,0,0
16642,BONE_AXE,1,1,1,0,1,1,1,1,4198.0,5131.0,NATION,scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16643,BATTLEAXE,1,2,1,0,2,2,1,1,10935.0,13493.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Selbina/npcs/Torapiont.lua,1,1,1,0,0
16644,MYTHRIL_AXE,1,1,1,0,1,1,0,1,48600.0,48600.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16648,LEGIONNAIRES_AXE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16649,BONE_PICK,1,1,1,0,1,1,1,1,5864.0,7167.0,NATION,scripts/zones/Port_Windurst/npcs/Taniko-Maniko.lua,1,1,1,0,0
16669,COMBAT_CASTERS_AXE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16691,ROYAL_ARCHERS_CESTI,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16694,TACTICIAN_MAGICIANS_HOOKS,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16704,BUTTERFLY_AXE,1,2,1,0,2,2,1,1,604.0,739.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Mhaura/npcs/Runito-Monito.lua,1,1,1,0,0
16705,GREATAXE,1,3,1,0,3,3,1,1,4095.0,5005.0,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Peritrage.lua|scripts/zones/Selbina/npcs/Torapiont.lua|scripts/zones/Upper_Jeuno/npcs/Coumuna.lua,1,1,1,0,0
16712,CENTURIONS_AXE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16744,ROYAL_SQUIRES_DAGGER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16745,DECURIONS_DAGGER,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16746,MERCENARYS_KNIFE,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
16747,MERCENARY_CAPTAINS_KUKRI,1,1,0,1,0,0,0,0,,,,scripts/globals/conquest.lua,0,0,0,0,0
